0	-0.588299	36.6354	7.02792	No
1	-0.48909	30.4573	4.21872	No
2	-0.547447	34.0914	2.91285	No
3	-0.188263	11.7238	0.587003	Pedestrian
4	-0.577141	35.9405	1.16353	No
5	0.443809	21.918	0.645283	No
6	1.87531	33.1274	0.876973	No
7	2.75593	29.5957	0.699441	No
8	-1.26382	24.1152	0.425725	No
9	-0.57629	35.8875	0.525618	No
10	0.666482	32.915	0.386144	No
11	1.78592	31.5483	0.27631	No
12	2.77186	29.7667	0.174275	No
13	-5.80546	65.3062	0.186522	No
14	-1.26339	24.1069	-0.00210661	No
15	0.667811	32.9806	-0.197481	No
16	1.78569	31.5442	-0.281789	No
17	2.76614	29.7054	-0.355134	No
18	-1.25085	14.071	-0.209339	Pedestrian
19	-1.26361	24.1111	-0.429447	No
20	-0.657326	40.9339	-0.848261	No
21	0.674517	33.3118	-0.789852	No
22	1.79281	31.6701	-0.844488	No
23	2.02297	21.7245	-0.646032	No
24	-0.92571	10.4134	-0.33987	Pedestrian
25	-1.26301	24.0997	-0.857074	No
26	-0.657624	40.9525	-1.57487	No
27	0.692495	34.1997	-1.41694	No
28	1.76391	31.1594	-1.38391	No
29	2.01714	21.6619	-1.02978	No
30	-3.75461	42.236	-2.12873	No
31	-0.538507	10.2753	-0.54771	Pedestrian
32	-0.570828	35.5474	-1.99638	No
33	0.658656	32.5285	-1.92383	No
34	1.75706	31.0386	-1.92813	No
35	2.60951	28.0233	-1.83088	No
36	-2.80931	31.6023	-2.15513	No
37	-1.26252	24.0903	-1.71141	No
38	-0.469872	29.2605	-2.16136	No
39	0.575835	28.4383	-2.18616	No
40	1.58833	28.0579	-2.24086	No
41	2.55326	27.4192	-2.27951	No
42	-2.24724	25.2794	-2.17308	No
43	-0.458132	8.74167	-0.776009	Pedestrian
44	-0.383167	23.8611	-2.18483	No
45	0.494511	24.422	-2.31032	No
46	1.36918	24.1866	-2.36037	No
47	2.20449	23.6738	-2.38953	No
48	-2.03072	22.8438	-2.36998	No
49	-1.18719	22.6529	-2.41301	No
50	-0.35919	22.368	-2.44408	No
51	-0.302318	18.8264	-2.39098	No
52	-0.255014	15.8806	-2.29806	No
53	-0.223268	13.9036	-2.26066	No
54	-0.19768	12.3102	-2.18398	No
55	-0.177471	11.0517	-2.18979	No
56	-0.1604	9.98866	-2.15625	No
57	-0.146784	9.14072	-2.13546	No
58	-0.135914	8.4638	-2.12686	No
59	-0.0966991	6.02178	-2.08114	No
60	-0.0698083	4.3472	-2.03396	Pedestrian
61	-0.458151	36.4565	6.99326	No
62	-0.38233	30.4232	4.21378	No
63	-0.429652	34.1888	2.92102	No
64	-0.431631	34.3463	1.71961	No
65	-0.435814	34.6791	1.12264	No
66	0.837172	35.2628	1.03824	No
67	0.377649	6.28246	0.166348	Pedestrian
68	2.06643	21.3824	0.505502	No
69	-2.16642	25.3743	0.523222	No
70	-0.449716	35.7853	0.524095	No
71	0.779759	32.8445	0.385346	No
72	1.88691	31.3901	0.274981	No
73	2.86689	29.6653	0.173738	No
74	-2.17027	25.4194	0.0725787	No
75	-5.12612	104.811	-0.00915739	No
76	-0.401057	31.9133	-0.0969247	No
77	0.7854	33.0821	-0.198103	No
78	1.87827	31.2464	-0.279185	No
79	2.0884	21.6098	-0.258435	No
80	-2.168	25.3928	-0.377663	No
81	-1.94568	39.7822	-0.708442	No
82	-0.514445	40.936	-0.848261	No
83	0.797057	33.5731	-0.796109	No
84	1.89351	31.5	-0.840123	No
85	2.09302	21.6576	-0.644256	No
86	-2.16744	25.3862	-0.828294	No
87	-1.94593	39.7873	-1.41473	No
88	-0.517691	41.1943	-1.58409	No
89	0.811964	34.201	-1.4171	No
90	1.8506	30.7861	-1.36761	No
91	-2.16551	25.3637	-1.27796	No
92	-1.81231	37.0552	-1.97482	No
93	-0.464113	36.9309	-2.07397	No
94	0.791436	33.3364	-1.97176	No
95	1.85222	30.8131	-1.91451	No
96	2.81098	29.0867	-1.90098	No
97	-2.16631	25.373	-1.7298	No
98	-1.4856	30.3753	-2.15752	No
99	-0.367286	29.2261	-2.15871	No
100	0.677561	28.5398	-2.19413	No
101	1.6865	28.0561	-2.24118	No
102	2.6455	27.3744	-2.27654	No
103	-2.16	25.299	-2.17411	No
104	-1.17755	24.0767	-2.13694	No
105	0.579378	24.4042	-2.30881	No
106	1.45121	24.1419	-2.35649	No
107	2.29477	23.7452	-2.39753	No
108	-1.96687	23.0371	-2.38931	No
109	-1.11239	22.7443	-2.42232	No
110	-0.282213	22.4566	-2.45364	No
111	-0.236704	18.8352	-2.39199	No
112	-0.20003	15.917	-2.30321	No
113	-0.0690611	5.49541	-0.89348	Pedestrian
114	-0.155057	12.3384	-2.18887	No
115	-0.138944	11.0562	-2.19057	No
116	-0.0916818	7.29541	-1.57478	Pedestrian
117	-0.115318	9.17623	-2.14365	No
118	-0.106419	8.46811	-2.12784	No
119	-0.0758224	6.03343	-2.08506	No
120	-0.0548619	4.36553	-2.04243	Pedestrian
121	-0.0916647	10.0995	1.93725	Pedestrian
122	-0.089109	9.81788	1.35978	Pedestrian
123	-0.314439	34.6444	2.95984	No
124	-0.313304	34.5193	1.72821	No
125	-0.314839	34.6884	1.1229	No
126	0.906703	33.2932	0.980341	No
127	2.14743	21.4388	0.507008	No
128	-2.07882	25.3937	0.523469	No
129	-4.75983	104.82	1.84984	No
130	-0.31232	34.4109	0.503946	No
131	0.88395	32.4577	0.380843	No
132	0.923323	14.5141	0.127173	Pedestrian
133	2.15357	21.5	0.125961	No
134	-2.07762	25.379	0.0724421	No
135	-0.368891	8.12363	-0.000709651	Pedestrian
136	-0.31286	34.4704	-0.104687	No
137	0.807878	29.6645	-0.177654	No
138	1.97387	31.028	-0.277294	No
139	2.16501	21.6143	-0.258578	No
140	-2.07446	25.3404	-0.376774	No
141	-1.80589	39.7687	-0.708087	No
142	-0.288259	31.7599	-0.658092	No
143	0.806795	29.6247	-0.702544	No
144	1.97604	31.0622	-0.828626	No
145	2.16462	21.6103	-0.643072	No
146	-2.07392	25.3338	-0.826344	No
147	-1.80721	39.7979	-1.41487	No
148	-0.374518	41.2638	-1.5867	No
149	0.883579	32.4441	-1.34443	No
150	1.96947	30.9589	-1.37559	No
151	1.70917	17.0634	-0.811717	Pedestrian
152	-2.07404	25.3352	-1.27616	No
153	-1.7094	37.6439	-2.00586	No
154	-0.28678	31.5969	-1.77436	No
155	0.897796	32.9662	-1.95004	No
156	1.94988	30.651	-1.90485	No
157	2.90056	28.9576	-1.89319	No
158	-2.0748	25.3446	-1.72736	No
159	-1.37449	30.2687	-2.1496	No
160	-0.265272	29.2272	-2.15871	No
161	0.775225	28.4655	-2.18861	No
162	1.78214	28.0143	-2.23832	No
163	2.7319	27.2738	-2.26895	No
164	-2.07005	25.2866	-2.1724	No
165	-1.09277	24.0647	-2.13552	No
166	-0.226746	24.9825	-2.28731	No
167	0.623148	22.8814	-2.16494	No
168	1.5337	24.1089	-2.35378	No
169	2.38161	23.7766	-2.40153	No
170	-0.260005	5.72576	-0.609705	Pedestrian
171	-0.20372	22.4455	-2.45234	No
172	-0.0405518	4.46794	-0.567386	Pedestrian
173	-0.144615	15.9334	-2.3055	No
174	-0.0872171	9.60944	-1.56231	Pedestrian
175	-0.112204	12.3625	-2.19306	No
176	-0.100423	11.0645	-2.19212	No
177	-0.090525	9.97389	-2.15288	No
178	-0.0833237	9.18047	-2.14456	No
179	-0.0769315	8.47618	-2.12979	No
180	-0.0548655	6.04499	-2.08898	No
181	-0.0394595	4.34758	-2.03396	Pedestrian
182	-0.188811	32.7819	6.28798	No
183	-0.167569	29.0938	4.0294	No
184	-0.195595	33.9597	2.90127	No
185	-0.025011	4.34249	0.217401	Pedestrian
186	-0.192543	33.4299	1.08213	No
187	1.0171	33.29	0.980341	No
188	2.22434	33.226	0.880143	No
189	2.21604	21.4076	0.506443	No
190	-1.99084	25.3526	0.522483	No
191	-4.81803	114.477	2.01997	No
192	-0.1973	34.2558	0.501662	No
193	0.270308	8.84726	0.103819	Pedestrian
194	2.06393	30.8298	0.270189	No
195	2.22321	21.4769	0.125868	No
196	-1.98968	25.3379	0.0723055	No
197	-1.54173	36.6316	-0.00319954	No
198	-0.182046	31.6073	-0.0959893	No
199	0.236608	7.74425	-0.046383	Pedestrian
200	2.0682	30.8936	-0.276153	No
201	-1.9901	25.3432	-0.376715	No
202	-1.54972	36.8216	-0.655517	No
203	-0.183781	31.9086	-0.661158	No
204	0.162664	5.32402	-0.12627	Pedestrian
205	2.08544	31.1512	-0.831181	No
206	3.03741	29.3423	-0.873451	No
207	-1.98927	25.3326	-0.826085	No
208	-1.54849	36.7922	-1.30783	No
209	-0.182672	31.716	-1.21954	No
210	0.900725	29.481	-1.22176	No
211	2.06038	30.7768	-1.36779	No
212	3.03616	29.3303	-1.39573	No
213	-1.98906	25.33	-1.27555	No
214	-1.54677	36.7514	-1.95802	No
215	-0.18222	31.6376	-1.7766	No
216	0.901144	29.4947	-1.74486	No
217	2.04085	30.4851	-1.89495	No
218	2.9863	28.8485	-1.8867	No
219	-1.98918	25.3315	-1.726	No
220	-1.27529	30.3009	-2.15158	No
221	-0.168525	29.2598	-2.16107	No
222	0.87132	28.5185	-2.1929	No
223	1.86784	27.9008	-2.22973	No
224	2.81699	27.213	-2.26466	No
225	-1.98992	25.341	-2.17649	No
226	-1.01364	24.0841	-2.13694	No
227	-0.143755	24.9592	-2.28512	No
228	0.697684	22.8354	-2.16079	No
229	1.61337	24.0997	-2.35339	No
230	2.45675	23.733	-2.39793	No
231	-1.2263	15.6165	-1.61878	Pedestrian
232	-0.95554	22.7037	-2.41724	No
233	-0.128983	22.3944	-2.44669	No
234	-0.108696	18.8721	-2.39653	No
235	-0.091932	15.9615	-2.30951	No
236	-0.080134	13.9131	-2.26194	No
237	-0.0712728	12.3746	-2.19515	No
238	-0.0636835	11.0569	-2.19057	No
239	-0.0576498	10.0093	-2.16047	No
240	-0.0528099	9.16901	-2.14183	No
241	-0.0487983	8.47251	-2.12881	No
242	-0.0347741	6.03758	-2.08637	No
243	-0.025187	4.37305	-2.04582	No
244	-0.0795207	35.0451	6.72199	No
245	-0.0659906	29.0823	4.02776	No
246	-0.0791209	34.8689	2.9789	No
247	-0.0773517	34.0892	1.70661	No
248	-0.0758296	33.4184	1.08175	No
249	1.1265	33.0865	0.974457	No
250	2.15933	30.6493	0.812082	No
251	2.2899	21.3918	0.506255	No
252	-1.90772	25.4312	0.523962	No
253	-2.20633	57.1726	1.00868	No
254	-0.0779848	34.3682	0.503302	No
255	1.09016	32.0192	0.375776	No
256	0.405634	5.75751	0.0504703	Pedestrian
257	3.40893	31.8455	0.186703	No
258	-1.90332	25.3726	0.0723852	No
259	-1.32237	34.2665	-0.00299254	No
260	-0.0761957	33.5798	-0.101978	No
261	1.09063	32.0329	-0.191877	No
262	2.19261	31.1216	-0.278258	No
263	3.15501	29.4735	-0.352849	No
264	-1.90612	25.4098	-0.377604	No
265	-1.53515	39.7801	-0.708087	No
266	-0.0720146	31.7371	-0.657595	No
267	0.999579	29.3587	-0.696382	No
268	0.590133	8.37626	-0.22355	Pedestrian
269	3.14322	29.3633	-0.874398	No
270	-1.90442	25.3872	-0.827644	No
271	-1.62614	42.1381	-1.49764	No
272	-0.0854634	37.6641	-1.44823	No
273	1.00471	29.5096	-1.22308	No
274	2.15095	30.5302	-1.35716	No
275	3.15809	29.5022	-1.40443	No
276	-1.90692	25.4205	-1.27977	No
277	-1.31773	34.1462	-1.81897	No
278	-0.079402	34.9928	-1.96498	No
279	1.09065	32.0335	-1.89526	No
280	2.13294	30.2746	-1.88232	No
281	3.07848	28.7586	-1.88151	No
282	-1.90373	25.378	-1.72872	No
283	-1.16889	30.2893	-2.15045	No
284	-0.0662223	29.1844	-2.15547	No
285	0.969642	28.4795	-2.19014	No
286	1.96466	27.8861	-2.22909	No
287	2.909	27.1753	-2.26235	No
288	-0.930326	24.1074	-2.1387	No
289	-0.0566628	24.9715	-2.28621	No
290	0.77861	22.8686	-2.16418	No
291	1.70112	24.1455	-2.35843	No
292	2.54636	23.7876	-2.40433	No
293	-0.414441	10.7394	-1.14325	Pedestrian
294	-0.0505541	22.2794	-2.43409	No
295	-0.0361738	15.9419	-2.30665	No
296	-0.00863623	3.80602	-0.618761	Pedestrian
297	-0.0281243	12.3945	-2.19865	No
298	-0.0251786	11.0963	-2.19834	No
299	-0.0226415	9.97819	-2.15372	No
300	-0.020841	9.18472	-2.14547	No
301	-0.0192428	8.48039	-2.13076	No
302	-0.0137258	6.04901	-2.09029	No
303	-0.00988191	4.355	-2.03735	Pedestrian
304	0.0306149	29.2351	5.60756	No
305	0.0299239	28.5752	3.95752	No
306	0.0374621	35.7737	3.0562	No
307	0.0353217	33.7297	1.68861	No
308	0.0352637	33.6743	1.09003	No
309	1.25128	33.3301	0.981753	No
310	2.26631	30.6416	0.812082	No
311	3.04492	27.5365	0.651921	No
312	-10.146	141.892	2.92267	No
313	-1.44426	41.1523	0.725947	No
314	0.0346795	33.1164	0.484969	No
315	1.20237	32.0272	0.375917	No
316	2.25816	30.5314	0.267706	No
317	3.14287	28.4223	0.166697	No
318	-1.19602	34.079	-0.00297579	No
319	0.0332588	31.7598	-0.0964509	No
320	1.09934	29.2828	-0.175427	No
321	2.26258	30.5912	-0.273584	No
322	3.24908	29.3828	-0.351896	No
323	-1.19808	34.1376	-0.607572	No
324	0.0370042	35.3364	-0.732171	No
325	1.1019	29.3511	-0.696287	No
326	2.25391	30.4739	-0.81351	No
327	3.27557	29.6224	-0.882448	No
328	-2.7194	38.0308	-1.23952	No
329	-1.20018	34.1974	-1.21526	No
330	0.0366123	34.9621	-1.34433	No
331	1.20202	32.018	-1.32721	No
332	2.3029	31.1363	-1.38445	No
333	3.21538	29.078	-1.38476	No
334	-2.72083	38.0508	-1.91514	No
335	-1.19938	34.1745	-1.82024	No
336	0.0363684	34.7293	-1.95018	No
337	1.2032	32.0494	-1.89644	No
338	2.2283	30.1277	-1.87365	No
339	3.16437	28.6167	-1.87294	No
340	-0.631429	17.9917	-1.27719	Pedestrian
341	0.030633	29.2523	-2.16048	No
342	1.06905	28.4759	-2.19014	No
343	0.385282	5.20919	-0.416505	Pedestrian
344	3.01961	27.3076	-2.27423	No
345	-1.81723	25.4139	-2.18161	No
346	-0.196486	5.59858	-0.496617	Pedestrian
347	0.0262211	25.0393	-2.29241	No
348	0.926855	24.6883	-2.33669	No
349	1.78775	24.1712	-2.36153	No
350	2.62588	23.7469	-2.40113	No
351	-1.64281	22.9747	-2.38026	No
352	-0.799805	22.7893	-2.4257	No
